accuracy@1,accuracy@5,accuracy@10
,398309,352380
,402530,348720
,311692,377751
,402766,377798
,402759,376269
,402765,376332
,402781,377559
,403249,377769
,402912,376441
,403235,377837
,403461,376102
,404596,306623
,391780,359117
,398509,378034
,391481,378029
,330135,378109
,405456,378332
,373814,378114
,405410,378330
,395839,378504
,371510,377854
,338450,377963
,406471,374121
,406284,378731
,406480,379299
,406440,379717
,387475,379573
,406918,380322
,407583,375762
,406705,380654
,407289,381219
,396418,384303
,406640,380676
,406903,379128
,407505,364529
,404016,362522
,405562,379693
,410068,379590
,409274,386070
,410528,383684
,403331,385046
,411465,381470
,411468,386663
,412869,378457
,394013,386561
,413529,387140
,393703,383269
,413689,346624
,412927,375826
,413686,386173
,408348,378440
,400042,385379
,407084,387247
,409423,388866
,413624,384068
,413649,388955
,413628,388931
,411027,385795
,413690,389901
,413685,280825
,414254,389941
,414741,391138
,413688,391866
,413167,386022
,414912,392602
,395084,392066
,403760,391626
,416995,388974
,417201,393327
,331690,393398
,411577,389018
,413590,344220
,345372,357786
,168226,376821
,414297,387367
,416099,393999
,412285,376254
,302536,394157
,418715,395123
,372956,395126
,419435,395913
,420035,394764
,418275,395426
,371027,337636
,411750,396796
,411017,397612
,396296,396909
,419710,395194
,418910,398776
,415522,398674
,421725,397834
,398381,394402
,409834,334571
,395161,398455
,422533,397677
,420951,395890
,412479,398399
,417399,398297
,420972,2369
,423040,400265
,423748,385592
,423718,289181
,423725,399458
,413096,193486
,405216,398421
,423892,395645
,236006,341923
,423495,321155
,385394,400276
,,400368
,,401031
,,401199
,,400829
,,398866
,,394499
,,398309
,,402530
,,311692
,,402766
,,402759
,,402765
,,402781
,,403249
,,402912
,,403235
,,403461
,,404596
,,391780
,,398509
,,391481
,,330135
,,405456
,,373814
,,405410
,,395839
,,405471
,,371510
,,338450
,,406471
,,406284
,,406480
,,406440
,,387475
,,406918
,,407583
,,406705
,,407289
,,396418
,,406640
,,406903
,,407505
,,407288
,,406723
,,404016
,,405562
,,410068
,,385128
,,409274
,,410528
,,403331
,,411465
,,411468
,,412869
,,394013
,,413529
,,393703
,,413689
,,412927
,,413686
,,408348
,,400042
,,407084
,,409423
,,413624
,,413649
,,413628
,,411027
,,413690
,,413685
,,414254
,,414741
,,413688
,,413431
,,413167
,,414912
,,395084
,,403760
,,416995
,,413427
,,417201
,,331690
,,411577
,,413590
,,345372
,,168226
,,414297
,,416099
,,417947
,,398684
,,412285
,,302536
,,418715
,,372956
,,419435
,,420035
,,418275
,,371027
,,417929
,,411750
,,411017
,,396296
,,419710
,,418910
,,415522
,,421725
,,398381
,,409834
,,395161
,,422533
,,420951
,,369884
,,412479
,,417399
,,420972
,,423040
,,423748
,,423718
,,423725
,,413096
,,405216
,,423892
,,236006
,,423495
,,385394
