accuracy@1,accuracy@5,accuracy@10
,406284,374553
,406440,377769
,407289,377751
,404016,376441
,406705,377798
,407583,376332
,407288,377837
,396418,359117
,406640,306623
,405562,378034
,407505,378029
,409274,378332
,403331,378114
,385128,378330
,410528,377854
,412869,378504
,411468,378731
,394013,378992
,413149,374121
,413529,379299
,393703,379573
,412927,380322
,413689,375762
,400042,379128
,413686,380654
,408348,380676
,407084,384303
,413624,364529
,409423,386070
,413649,379590
,413688,385046
,413685,378457
,411027,381470
,413690,387140
,413628,379693
,414254,386561
,413431,386663
,414741,383269
,414912,386173
,413167,375826
,395084,346624
,403760,378440
,416995,387247
,416773,388931
,417201,385795
,413590,388866
,331690,388955
,411577,389901
,414297,280825
,168226,391138
,372956,389941
,416099,391866
,412285,386022
,302536,392602
,418683,392066
,420035,388974
,371027,391626
,418275,393398
,411750,393327
,411017,357786
,396296,389018
,421725,377884
,418910,344220
,415522,378535
,398381,376254
,418254,393999
,395161,387367
,409834,395123
,422533,394157
,410049,379495
,417399,395126
,416746,395913
,412479,395426
,420972,337636
,423748,394764
,423040,396909
,423725,396796
,236006,397612
,405216,395194
,423495,398776
,385394,398674
,,394402
,,397834
,,398455
,,334571
,,397677
,,395890
,,398399
,,398297
,,400265
,,397920
,,385592
,,399458
,,289181
,,186366
,,398421
,,193486
,,341923
,,321155
,,395645
,,400368
,,401031
,,401199
,,394499
,,400829
,,398866
,,398309
,,402530
,,311692
,,402766
,,402781
,,402759
,,402765
,,403249
,,403235
,,403461
,,404596
,,398509
,,402912
,,391481
,,405456
,,372466
,,373814
,,395839
,,338450
,,405410
,,330135
,,371510
,,406471
,,387475
,,406284
,,406440
,,407289
,,381765
,,404016
,,406705
,,407583
,,407288
,,396418
,,406640
,,405562
,,407505
,,409274
,,403331
,,193034
,,385128
,,410528
,,412869
,,411465
,,411468
,,394013
,,413149
,,413529
,,393703
,,412927
,,413689
,,400042
,,413686
,,408348
,,407084
,,413624
,,409423
,,413649
,,413688
,,413685
,,411027
,,413690
,,413628
,,414254
,,413431
,,414741
,,414912
,,413167
,,395084
,,403760
,,408763
,,416995
,,416773
,,417201
,,384354
,,413590
,,331690
,,411577
,,414297
,,168226
,,417947
,,372956
,,416099
,,412285
,,302536
,,418683
,,418715
,,420035
,,371027
,,418275
,,411750
,,411017
,,396296
,,421725
,,418910
,,415522
,,398381
,,418254
,,395161
,,420951
,,409834
,,422533
,,410049
,,417399
,,369884
,,416746
,,412479
,,420972
,,423718
,,423748
,,423040
,,423725
,,236006
,,405216
,,423495
,,385394
