accuracy@1,accuracy@5,accuracy@10
,217753,347599
,418692,362106
,218431,362496
,395558,221782
,393098,139231
,419692,125326
,394030,361916
,395989,362404
,385237,362743
,421160,357325
,422792,365775
,417765,365041
,420188,345213
,421506,368452
,404471,366013
,424772,369319
,424852,369295
,,369558
,,370725
,,371987
,,71406
,,296589
,,367465
,,40580
,,371968
,,372818
,,372973
,,372013
,,106228
,,373950
,,339224
,,348758
,,300542
,,373944
,,343832
,,374920
,,347587
,,348368
,,374689
,,376688
,,374111
,,376381
,,353472
,,376779
,,86168
,,357997
,,335249
,,243912
,,373885
,,353126
,,352785
,,130922
,,377184
,,335132
,,377393
,,378068
,,372516
,,379086
,,181788
,,378619
,,380520
,,378989
,,377474
,,367629
,,376882
,,320878
,,347389
,,383358
,,379525
,,252779
,,384184
,,383491
,,216707
,,385389
,,384543
,,385504
,,385989
,,386272
,,385550
,,386762
,,386807
,,172388
,,386518
,,387536
,,337086
,,332635
,,388342
,,272342
,,390546
,,387940
,,392931
,,391520
,,395007
,,392847
,,393007
,,393932
,,393147
,,394950
,,395691
,,396977
,,395919
,,397842
,,319054
,,396759
,,392946
,,393161
,,398965
,,397465
,,393719
,,396808
,,399087
,,399291
,,397467
,,396809
,,377141
,,395835
,,399997
,,341604
,,398648
,,395071
,,398995
,,119181
,,403036
,,400062
,,394692
,,382703
,,401418
,,404879
,,198508
,,405376
,,406478
,,400668
,,337680
,,406995
,,406171
,,406992
,,273728
,,407382
,,407434
,,408330
,,409705
,,408555
,,408124
,,409704
,,408060
,,411585
,,411841
,,411794
,,394547
,,411588
,,409520
,,269401
,,159917
,,411529
,,356687
,,416401
,,416022
,,217753
,,418692
,,218431
,,395558
,,393098
,,419692
,,394030
,,395989
,,385237
,,421160
,,422792
,,417765
,,420188
,,421506
,,410371
,,404471
,,424772
,,424852
